endereco;valor;area;quartos;vagas;banheiros;pagina
Rua Apinajés, 931 - Perdizes, São Paulo - SP;840000.0;67;2;2;2;35
Rua Caraíbas - Perdizes, São Paulo - SP;1300000.0;121;3;2;4;35
Rua Doutor Homem de Melo - Perdizes, São Paulo - SP;2900000.0;172;3;4;4;35
Rua Campevas, 238 - Perdizes, São Paulo - SP;1606000.0;106;3;1;3;35
Rua Piracuama - Perdizes, São Paulo - SP;970000.0;98;3;2;3;35
Rua Campevas, 238 - Perdizes, São Paulo - SP;2677804.0;162;4;2;4;35
Alameda Lorena, 870 - Jardim Paulista, São Paulo - SP;0.0;187;3;3;3;35
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;775000.0;70;3;1;2;35
Perdizes, São Paulo - SP;700000.0;96;2;1;2;35
Perdizes, São Paulo - SP;925000.0;109;3;1;3;35
Rua Campevas - Perdizes, São Paulo - SP;3560378.0;222;4;3;5;35
Rua Turiassu - Perdizes, São Paulo - SP;1060000.0;84;3;1;2;35
Rua Tucuna, 88 - Perdizes, São Paulo - SP;788000.0;63;2;1;2;35
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;36
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;36
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;36
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;36
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;36
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;36
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;36
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;36
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;36
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;36
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;36
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;36
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;36
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;36
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;36
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;36
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;36
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;36
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;36
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;36
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;36
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;36
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;36
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;36
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;36
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;36
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;36
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;36
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;36
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;36
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;36
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;36
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;36
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;36
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;36
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;36
Rua Apinajés, 789 - Perdizes, São Paulo - SP;884000.0;81;3;2;3;37
Rua João Pereira, 329 - Lapa, São Paulo - SP;234000.0;36;2;0;1;37
Rua Caiubi - Perdizes, São Paulo - SP;7100.0;104;3;2;3;37
Rua Tucuna - Perdizes, São Paulo - SP;1590000.0;124;3;3;5;37
Perdizes, São Paulo - SP;1356297.0;111;3;2;3;37
Rua Caraíbas, 212 - Perdizes, São Paulo - SP;849760.0;70;2;1;2;37
Rua Apinajés, 235 - Perdizes, São Paulo - SP;5485.0;159;3;4;3;37
Rua Apiacás, 559 - Perdizes, São Paulo - SP;750000.0;57;2;1;2;37
Rua José Maria Lisboa, 678 - Jardim Paulista, São Paulo - SP;0.0;60;2;1;2;37
Rua Diana, 1001 - Perdizes, São Paulo - SP;580000.0;47;2;1;2;37
Rua Monte Alegre, 835 - Perdizes, São Paulo - SP;2500.0;29;1;1;1;37
Rua José Donatelli, 8 - Perdizes, São Paulo - SP;2899000.0;200;4;3;3;37
Perdizes, São Paulo - SP;550000.0;48;2;1;1;37
Rua Caraíbas, 212 - Perdizes, São Paulo - SP;1121000.0;91;2;2;3;37
Rua João Ramalho, 1322 - Perdizes, São Paulo - SP;1398300.0;100;3;2;4;37
Alameda Campinas, 600 - Jardim Paulista, São Paulo - SP;0.0;270;3;4;4;37
Rua Caiubi - Perdizes, São Paulo - SP;980000.0;109;3;2;3;37
Perdizes, São Paulo - SP;1112146.0;91;2;2;3;37
Rua Aurélia - Perdizes, São Paulo - SP;410000.0;62;2;1;1;37
Rua Caraíbas - Perdizes, São Paulo - SP;1100000.0;105;3;2;3;37
Rua Monte Alegre - Perdizes, São Paulo - SP;2950000.0;230;4;5;5;37
Perdizes, São Paulo - SP;980470.0;75;2;2;3;37
Rua Francisco Corazza, 100 - Lapa, São Paulo - SP;467500.0;50;2;1;1;37
Rua Doutor Homem de Melo, 1011 - Perdizes, São Paulo - SP;851000.0;61;2;1;2;37
Rua Itapicuru - Perdizes, São Paulo - SP;1950000.0;193;4;3;5;37
Rua Bartira - Perdizes, São Paulo - SP;1400000.0;132;3;2;2;37
Rua Doutor Franco da Rocha, 205 - Perdizes, São Paulo - SP;1900000.0;205;3;3;5;37
Rua Apiacás, 62 - Perdizes, São Paulo - SP;745000.0;76;2;2;1;37
Perdizes, São Paulo - SP;990000.0;72;2;2;2;37
Rua Maria Carolina, 692 - Jardim Paulistano, São Paulo - SP;0.0;120;3;2;2;37
Rua Wanderley - Perdizes, São Paulo - SP;2190000.0;210;4;4;5;37
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;1185000.0;145;3;2;4;37
Rua Desembargador Guimarães, 75 - Perdizes, São Paulo - SP;2850000.0;225;4;4;4;37
Rua Iperoig, 690 - Perdizes, São Paulo - SP;1099800.0;91;3;2;3;37
Rua Tucuna, 662 - Perdizes, São Paulo - SP;2400000.0;192;4;4;6;37
Rua Caraíbas - Perdizes, São Paulo - SP;900000.0;117;3;2;2;37
Rua Itapicuru - Perdizes, São Paulo - SP;1950000.0;193;4;3;5;38
Rua Santo Amaro, 27 - Bela Vista, São Paulo - SP;429000.0;48;2;0;2;38
Rua Bartira - Perdizes, São Paulo - SP;1400000.0;132;3;2;2;38
Rua Doutor Franco da Rocha, 205 - Perdizes, São Paulo - SP;1900000.0;205;3;3;5;38
Rua Apiacás, 62 - Perdizes, São Paulo - SP;745000.0;76;2;2;1;38
Perdizes, São Paulo - SP;990000.0;72;2;2;2;38
Rua Wanderley - Perdizes, São Paulo - SP;2190000.0;210;4;4;5;38
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;1185000.0;145;3;2;4;38
Avenida Senador Queirós, 1 - Centro, São Paulo - SP;0.0;20;1;0;1;38
Rua Desembargador Guimarães, 75 - Perdizes, São Paulo - SP;2850000.0;225;4;4;4;38
Rua Iperoig, 690 - Perdizes, São Paulo - SP;1099800.0;91;3;2;3;38
Rua Tucuna, 662 - Perdizes, São Paulo - SP;2400000.0;192;4;4;6;38
Rua Caraíbas - Perdizes, São Paulo - SP;900000.0;117;3;2;2;38
Rua Diana - Perdizes, São Paulo - SP;750000.0;90;3;2;3;38
Rua Caraíbas, 400 - Perdizes, São Paulo - SP;1299800.0;121;3;2;2;38
Rua Asdrúbal do Nascimento, 174 - Bela Vista, São Paulo - SP;199000.0;28;1;0;1;38
Perdizes, São Paulo - SP;2790000.0;225;4;4;6;38
Rua Bartira, 1222 - Perdizes, São Paulo - SP;13990.0;207;4;4;3;38
Rua Paraguaçu, 174 - Perdizes, São Paulo - SP;2399800.0;225;4;3;3;38
Rua Ministro Gastão Mesquita, 725 - Perdizes, São Paulo - SP;859800.0;86;3;2;2;38
Perdizes, São Paulo - SP;3200000.0;222;3;4;3;38
Rua Doutor Cândido Espinheira - Perdizes, São Paulo - SP;2990000.0;222;4;4;1;38
Rua Brigadeiro Tobias, 334 - Centro, São Paulo - SP;259000.0;30;1;0;1;38
Rua Havaí, 295 - Perdizes, São Paulo - SP;980000.0;74;2;2;2;38
Rua Minerva - Perdizes, São Paulo - SP;630000.0;73;2;1;2;38
Rua Cotoxó, 300 - Perdizes, São Paulo - SP;2228000.0;140;3;2;4;38
Perdizes, São Paulo - SP;1039411.0;80;2;1;2;38
Rua Campevas, 74 - Perdizes, São Paulo - SP;730000.0;73;2;1;2;38
Perdizes, São Paulo - SP;800000.0;64;2;2;1;38
Rua Francisca Miquelina, 277 - Bela Vista, São Paulo - SP;469000.0;48;2;0;1;38
Rua Doutor Alfredo de Castro, 250 - Perdizes, São Paulo - SP;689000.0;67;2;2;1;38
Rua Caiubi, 601 - Perdizes, São Paulo - SP;2849900.0;212;4;4;2;38
Rua Minerva, 128 - Perdizes, São Paulo - SP;910000.0;76;2;2;3;38
Rua Aimberê - Perdizes, São Paulo - SP;430000.0;40;1;1;1;38
Perdizes, São Paulo - SP;5000000.0;300;4;5;6;38
Perdizes, São Paulo - SP;1312000.0;66;2;1;2;38
Avenida Professor Alfonso Bovero - Perdizes, São Paulo - SP;800000.0;120;3;1;2;39
Rua Aguiar de Barros, 36 - Bela Vista, São Paulo - SP;1226340.0;63;2;1;1;39
Rua João Ramalho, 296 - Perdizes, São Paulo - SP;1355900.0;160;2;1;3;39
Rua João Ramalho, 278 - Perdizes, São Paulo - SP;1350000.0;140;3;2;2;39
Rua Bartira - Perdizes, São Paulo - SP;549000.0;106;3;0;2;39
Rua Iperoig, 597 - Perdizes, São Paulo - SP;8985.0;223;4;3;3;39
Rua Cotoxó, 839 - Perdizes, São Paulo - SP;693000.0;90;2;1;3;39
Rua Ministro Godói - Perdizes, São Paulo - SP;850000.0;107;3;1;4;39
Avenida Professor Fonseca Rodrigues, 298 - Alto de Pinheiros, São Paulo - SP;8634300.0;343;4;4;5;39
Rua Cayowaá - Perdizes, São Paulo - SP;685000.0;51;1;1;2;39
Rua Monte Alegre, 616 - Perdizes, São Paulo - SP;1050000.0;84;2;1;1;39
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;740000.0;106;3;1;2;39
Rua Cayowaá - Perdizes, São Paulo - SP;850000.0;105;3;1;3;39
Rua dos Caetés - Perdizes, São Paulo - SP;640000.0;72;2;1;2;39
Rua Apinajés - Perdizes, São Paulo - SP;1175000.0;117;3;2;3;39
Avenida Brigadeiro Luís Antônio, 499 - Bela Vista, São Paulo - SP;545000.0;60;2;1;2;39
Perdizes, São Paulo - SP;1180000.0;104;2;2;4;39
Perdizes, São Paulo - SP;1150000.0;142;3;1;2;39
Rua Padre Antônio Tomás, 235 - Perdizes, São Paulo - SP;3500.0;135;3;1;2;39
Rua Coronel Melo de Oliveira - Perdizes, São Paulo - SP;1170000.0;87;2;2;1;39
Rua Campevas, 702 - Perdizes, São Paulo - SP;395000.0;38;1;1;1;39
Rua Desembargador do Vale - Perdizes, São Paulo - SP;1296000.0;150;4;2;4;39
Avenida Brigadeiro Luís Antônio, 499 - Bela Vista, São Paulo - SP;0.0;60;1;1;1;39
Perdizes, São Paulo - SP;1730000.0;186;4;3;3;39
Rua Coronel Melo de Oliveira - Perdizes, São Paulo - SP;2550000.0;190;3;4;5;39
Rua Monte Alegre - Perdizes, São Paulo - SP;1590000.0;188;3;2;3;39
Rua Caiubi, 1188 - Perdizes, São Paulo - SP;7290.0;104;3;2;2;39
Rua Apinajés - Perdizes, São Paulo - SP;2226000.0;157;3;4;4;39
Rua Bartira, 901 - Perdizes, São Paulo - SP;1500000.0;180;3;2;5;39
Rua José Maria Lisboa, 330 - Jardins, São Paulo - SP;2733355.0;133;3;2;3;39
Rua Bartira, 901 - Perdizes, São Paulo - SP;1642800.0;180;3;2;3;39
Rua Aimberê - Perdizes, São Paulo - SP;2890000.0;318;4;3;5;39
Rua Vargem do Cedro - Perdizes, São Paulo - SP;849000.0;103;3;2;3;39
Perdizes, São Paulo - SP;1250000.0;118;3;3;3;39
Rua Campevas, 74 - Perdizes, São Paulo - SP;1450000.0;150;3;2;3;39
Rua Capital Federal, 550 - Perdizes, São Paulo - SP;1990000.0;216;3;3;4;39
Perdizes, São Paulo - SP;1250000.0;118;3;3;3;40
Rua José Maria Lisboa, 330 - Jardim Paulista, São Paulo - SP;2856106.0;133;3;2;2;40
Rua Campevas, 74 - Perdizes, São Paulo - SP;1450000.0;150;3;2;3;40
Rua Capital Federal, 550 - Perdizes, São Paulo - SP;1990000.0;216;3;3;4;40
Rua Apiacás, 279 - Perdizes, São Paulo - SP;1496969.0;109;3;2;3;40
Rua Apinajés - Perdizes, São Paulo - SP;1190000.0;117;3;2;4;40
Rua Diana - Perdizes, São Paulo - SP;2150000.0;223;4;5;6;40
Rua Coronel Melo de Oliveira, 327 - Perdizes, São Paulo - SP;2200000.0;158;4;3;3;40
Rua José Maria Lisboa, 330 - Jardim Paulista, São Paulo - SP;2733355.0;133;3;3;4;40
Rua Lincoln Albuquerque - Perdizes, São Paulo - SP;2450000.0;206;3;4;5;40
Rua Diana - Perdizes, São Paulo - SP;685000.0;65;2;1;2;40
Rua Iperoig - Perdizes, São Paulo - SP;2000000.0;171;4;3;4;40
Rua João Ramalho - Perdizes, São Paulo - SP;1720000.0;140;3;2;4;40
Rua Cayowaá - Perdizes, São Paulo - SP;1270000.0;142;3;4;3;40
Rua Doutor Homem de Melo, 951 - Perdizes, São Paulo - SP;1340000.0;85;3;2;4;40
Rua Doutor Morais Dantas, 189 - Limão, São Paulo - SP;169000.0;34;2;1;1;40
Rua Tucuna, 662 - Perdizes, São Paulo - SP;2449000.0;192;4;4;5;40
Rua Ministro Gastão Mesquita, 515 - Perdizes, São Paulo - SP;1060000.0;117;3;2;3;40
Rua Monte Alegre - Perdizes, São Paulo - SP;820000.0;99;3;1;4;40
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;850000.0;72;3;2;2;40
Rua Doutor Costa Júnior, 418 - Perdizes, São Paulo - SP;1320000.0;111;3;2;3;40
Rua Tucuna - Perdizes, São Paulo - SP;1350000.0;152;4;2;4;40
Avenida Brigadeiro Luís Antônio, 903 - Bela Vista, São Paulo - SP;195000.0;24;1;0;1;40
Rua Doutor Paulo Vieira, 383 - Perdizes, São Paulo - SP;810000.0;78;3;2;3;40
Rua Doutor Homem de Melo - Perdizes, São Paulo - SP;2200.0;120;3;0;2;40
Rua Havaí - Perdizes, São Paulo - SP;1228959.0;92;3;2;2;40
Perdizes, São Paulo - SP;460000.0;60;2;0;1;40
Rua Doutor Franco da Rocha, 388 - Perdizes, São Paulo - SP;2500000.0;210;4;3;4;40
Rua Ministro Godói - Perdizes, São Paulo - SP;949000.0;141;3;1;3;40
Rua Coelho de Carvalho, 582 - Alto da Lapa, São Paulo - SP;1300000.0;103;2;2;2;40
Rua Caraíbas - Perdizes, São Paulo - SP;690000.0;61;2;2;2;40
Rua Apiacás - Perdizes, São Paulo - SP;2600.0;83;3;1;3;40
Rua Bartira, 62 - Perdizes, São Paulo - SP;3500.0;114;3;3;2;40
Rua Tucuna - Perdizes, São Paulo - SP;2500000.0;192;4;4;6;40
Rua Cayowaá, 186 - Perdizes, São Paulo - SP;1100000.0;81;2;1;3;40
Rua Cayowaá, 1070 - Perdizes, São Paulo - SP;4990.0;170;4;3;3;40
Perdizes, São Paulo - SP;1250000.0;118;3;3;3;41
Rua José Maria Lisboa, 330 - Jardim Paulista, São Paulo - SP;2856106.0;133;3;2;2;41
Rua Campevas, 74 - Perdizes, São Paulo - SP;1450000.0;150;3;2;3;41
Rua Capital Federal, 550 - Perdizes, São Paulo - SP;1990000.0;216;3;3;4;41
Rua Apiacás, 279 - Perdizes, São Paulo - SP;1496969.0;109;3;2;3;41
Rua Apinajés - Perdizes, São Paulo - SP;1190000.0;117;3;2;4;41
Rua Diana - Perdizes, São Paulo - SP;2150000.0;223;4;5;6;41
Rua Coronel Melo de Oliveira, 327 - Perdizes, São Paulo - SP;2200000.0;158;4;3;3;41
Rua José Maria Lisboa, 330 - Jardim Paulista, São Paulo - SP;2733355.0;133;3;3;4;41
Rua Lincoln Albuquerque - Perdizes, São Paulo - SP;2450000.0;206;3;4;5;41
Rua Diana - Perdizes, São Paulo - SP;685000.0;65;2;1;2;41
Rua Iperoig - Perdizes, São Paulo - SP;2000000.0;171;4;3;4;41
Rua João Ramalho - Perdizes, São Paulo - SP;1720000.0;140;3;2;4;41
Rua Cayowaá - Perdizes, São Paulo - SP;1270000.0;142;3;4;3;41
Rua Doutor Homem de Melo, 951 - Perdizes, São Paulo - SP;1340000.0;85;3;2;4;41
Rua Doutor Morais Dantas, 189 - Limão, São Paulo - SP;169000.0;34;2;1;1;41
Rua Tucuna, 662 - Perdizes, São Paulo - SP;2449000.0;192;4;4;5;41
Rua Ministro Gastão Mesquita, 515 - Perdizes, São Paulo - SP;1060000.0;117;3;2;3;41
Rua Monte Alegre - Perdizes, São Paulo - SP;820000.0;99;3;1;4;41
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;850000.0;72;3;2;2;41
Rua Doutor Costa Júnior, 418 - Perdizes, São Paulo - SP;1320000.0;111;3;2;3;41
Rua Tucuna - Perdizes, São Paulo - SP;1350000.0;152;4;2;4;41
Avenida Brigadeiro Luís Antônio, 903 - Bela Vista, São Paulo - SP;195000.0;24;1;0;1;41
Rua Doutor Paulo Vieira, 383 - Perdizes, São Paulo - SP;810000.0;78;3;2;3;41
Rua Doutor Homem de Melo - Perdizes, São Paulo - SP;2200.0;120;3;0;2;41
Rua Havaí - Perdizes, São Paulo - SP;1228959.0;92;3;2;2;41
Perdizes, São Paulo - SP;460000.0;60;2;0;1;41
Rua Doutor Franco da Rocha, 388 - Perdizes, São Paulo - SP;2500000.0;210;4;3;4;41
Rua Ministro Godói - Perdizes, São Paulo - SP;949000.0;141;3;1;3;41
Rua Coelho de Carvalho, 582 - Alto da Lapa, São Paulo - SP;1300000.0;103;2;2;2;41
Rua Caraíbas - Perdizes, São Paulo - SP;690000.0;61;2;2;2;41
Rua Apiacás - Perdizes, São Paulo - SP;2600.0;83;3;1;3;41
Rua Bartira, 62 - Perdizes, São Paulo - SP;3500.0;114;3;3;2;41
Rua Tucuna - Perdizes, São Paulo - SP;2500000.0;192;4;4;6;41
Rua Cayowaá, 186 - Perdizes, São Paulo - SP;1100000.0;81;2;1;3;41
Rua Cayowaá, 1070 - Perdizes, São Paulo - SP;4990.0;170;4;3;3;41
Rua Tucuna - Perdizes, São Paulo - SP;1290000.0;104;3;2;3;42
Rua Guarará, 316 - Jardim Paulista, São Paulo - SP;0.0;207;4;4;3;42
Rua Aimberê, 2050 - Perdizes, São Paulo - SP;1950000.0;158;4;2;4;42
Perdizes, São Paulo - SP;1717000.0;116;3;4;4;42
Rua Wanderley - Perdizes, São Paulo - SP;1050000.0;103;3;2;3;42
Perdizes, São Paulo - SP;815000.0;65;2;1;2;42
Rua Iperoig - Perdizes, São Paulo - SP;1920000.0;220;3;3;4;42
Rua Diana - Perdizes, São Paulo - SP;635000.0;65;2;2;2;42
Avenida Professor Fonseca Rodrigues, 706 - Alto de Pinheiros, São Paulo - SP;0.0;473;4;4;4;42
Rua Padre Chico, 253 - Perdizes, São Paulo - SP;1462930.0;111;3;2;3;42
Rua Ministro Godói - Perdizes, São Paulo - SP;1280000.0;160;3;2;3;42
Rua Monte Alegre, 835 - Perdizes, São Paulo - SP;330000.0;29;1;1;1;42
Rua Apinajés, 761 - Perdizes, São Paulo - SP;1600000.0;191;4;3;3;42
Rua Bartira - Perdizes, São Paulo - SP;750000.0;107;3;1;2;42
Rua Campevas, 450 - Perdizes, São Paulo - SP;1095000.0;120;3;2;2;42
Alameda Fernão Cardim, 84 - Jardim Paulista, São Paulo - SP;0.0;32;0;0;2;42
Rua Caiubi - Perdizes, São Paulo - SP;600000.0;72;2;2;2;42
Perdizes, São Paulo - SP;2970000.0;225;4;5;5;42
Rua Aimberê - Perdizes, São Paulo - SP;840000.0;105;3;1;2;42
Rua Aimberê, 466 - Perdizes, São Paulo - SP;989800.0;156;3;1;3;42
Rua Iperoig - Perdizes, São Paulo - SP;1300000.0;112;3;2;4;42
Rua Professor João Arruda, 190 - Perdizes, São Paulo - SP;865000.0;103;3;2;3;42
Alameda Fernão Cardim, 70 - Jardim Paulista, São Paulo - SP;0.0;32;1;0;2;42
Rua Piracuama - Perdizes, São Paulo - SP;1450000.0;133;4;3;3;42
Rua Tucuna, 626 - Perdizes, São Paulo - SP;1850000.0;162;3;4;4;42
Rua Monte Alegre - Perdizes, São Paulo - SP;1490000.0;158;3;2;3;42
Perdizes, São Paulo - SP;3200000.0;222;3;4;4;42
Rua Paraguaçu - Perdizes, São Paulo - SP;2150000.0;225;4;2;2;42
Rua Doutor Miranda de Azevedo - Perdizes, São Paulo - SP;1010000.0;109;3;2;2;42
Rua Eugênio de Medeiros, 288 - Pinheiros, São Paulo - SP;0.0;34;1;1;1;42
Perdizes, São Paulo - SP;1414531.0;109;3;2;3;42
Rua Doutor Homem de Melo - Perdizes, São Paulo - SP;3590000.0;250;4;4;1;42
Rua Bartira - Perdizes, São Paulo - SP;1120000.0;197;4;1;2;42
Rua Cayowaá - Perdizes, São Paulo - SP;1060000.0;111;3;2;3;42
Rua Doutor Costa Júnior - Perdizes, São Paulo - SP;5190520.0;244;4;4;5;42
Perdizes, São Paulo - SP;1240000.0;89;2;2;3;42
Perdizes, São Paulo - SP;3200000.0;222;3;4;4;43
Rua Jorge Americano, 419 - Alto da Lapa, São Paulo - SP;3497510.0;218;4;4;1;43
Rua Paraguaçu - Perdizes, São Paulo - SP;2150000.0;225;4;2;2;43
Rua Doutor Miranda de Azevedo - Perdizes, São Paulo - SP;1010000.0;109;3;2;2;43
Perdizes, São Paulo - SP;1414531.0;109;3;2;3;43
Rua Doutor Homem de Melo - Perdizes, São Paulo - SP;3590000.0;250;4;4;1;43
Rua Bartira - Perdizes, São Paulo - SP;1120000.0;197;4;1;2;43
Rua Cayowaá - Perdizes, São Paulo - SP;1060000.0;111;3;2;3;43
Avenida da Liberdade, 574 - Liberdade, São Paulo - SP;0.0;24;1;1;1;43
Rua Doutor Costa Júnior - Perdizes, São Paulo - SP;5190520.0;244;4;4;5;43
Perdizes, São Paulo - SP;1240000.0;89;2;2;3;43
Rua Bartira - Perdizes, São Paulo - SP;887100.0;63;2;1;1;43
Rua Desembargador Guimarães - Perdizes, São Paulo - SP;475000.0;34;1;1;1;43
Rua Bartira - Perdizes, São Paulo - SP;590000.0;79;2;1;1;43
Rua Doutor Homem de Melo, 1011 - Perdizes, São Paulo - SP;680000.0;49;1;1;1;43
Rua Dardanelos, 488 - Alto da Lapa, São Paulo - SP;0.0;110;3;1;3;43
Rua Apinajés - Perdizes, São Paulo - SP;636000.0;66;2;1;2;43
Rua Desembargador do Vale, 1055 - Perdizes, São Paulo - SP;850000.0;103;3;2;2;43
Rua Monte Alegre, 1299 - Perdizes, São Paulo - SP;1390000.0;220;3;2;5;43
Rua Apinajés, 445 - Perdizes, São Paulo - SP;740000.0;112;3;2;3;43
Rua Ministro Godói - Perdizes, São Paulo - SP;1600500.0;105;3;2;1;43
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;1400000.0;100;3;2;2;43
Avenida da Liberdade, 800 - Liberdade, São Paulo - SP;0.0;26;1;0;1;43
Rua Cotoxó - Perdizes, São Paulo - SP;1385000.0;178;4;2;3;43
Rua Aimberê - Perdizes, São Paulo - SP;2900000.0;190;3;4;5;43
Rua Caiubi - Perdizes, São Paulo - SP;1400000.0;100;2;3;2;43
Rua Cotoxó - Perdizes, São Paulo - SP;940000.0;106;3;2;3;43
Praça Irmãos Karmam, 94 - Perdizes, São Paulo - SP;1100000.0;141;3;1;3;43
Rua Cajaíba - Perdizes, São Paulo - SP;1340000.0;126;3;2;3;43
Avenida Eusébio Matoso, 658 - Pinheiros, São Paulo - SP;0.0;24;1;0;1;43
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;1400000.0;220;3;2;4;43
Rua João Ramalho - Perdizes, São Paulo - SP;550000.0;71;2;1;1;43
Rua Bartira, 238 - Perdizes, São Paulo - SP;1056700.0;63;2;1;2;43
Rua Bartira, 238 - Perdizes, São Paulo - SP;1030300.0;63;2;1;2;43
Rua Bartira, 238 - Perdizes, São Paulo - SP;1030000.0;63;2;1;2;43
Rua Bartira, 238 - Perdizes, São Paulo - SP;1099300.0;63;2;1;2;43
Rua Bartira, 238 - Perdizes, São Paulo - SP;1078000.0;63;2;1;2;44
Rua Balsa, 1135 - Freguesia do Ó, São Paulo - SP;0.0;86;2;1;2;44
Rua Bartira - Perdizes, São Paulo - SP;1125000.0;118;2;2;1;44
Rua Tucuna - Perdizes, São Paulo - SP;870000.0;97;3;2;3;44
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;1190000.0;144;3;2;2;44
Rua Doutor Homem de Melo, 351 - Perdizes, São Paulo - SP;10040.0;230;3;4;3;44
Rua Tucuna, 10 - Perdizes, São Paulo - SP;2000000.0;154;3;3;2;44
Rua Aimberê - Perdizes, São Paulo - SP;600000.0;79;2;1;1;44
Rua Fagundes, 81 - Liberdade, São Paulo - SP;249900.0;24;1;0;1;44
Rua Iperoig, 858 - Perdizes, São Paulo - SP;1600000.0;133;3;2;5;44
Rua Euclides de Andrade - Perdizes, São Paulo - SP;956000.0;96;2;1;2;44
Rua Barão do Bananal - Perdizes, São Paulo - SP;550000.0;82;2;1;2;44
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;1800000.0;190;3;2;4;44
Rua João Ramalho - Perdizes, São Paulo - SP;1000000.0;113;3;1;2;44
Rua Monte Alegre - Perdizes, São Paulo - SP;1800000.0;220;3;2;5;44
Rua Butantã, 550 - Pinheiros, São Paulo - SP;259000.0;24;1;0;1;44
Rua Bartira - Perdizes, São Paulo - SP;785000.0;105;3;1;3;44
Rua Caraíbas - Perdizes, São Paulo - SP;1455000.0;144;3;2;3;44
Perdizes, São Paulo - SP;360000.0;80;2;0;2;44
Rua Diana, 375 - Perdizes, São Paulo - SP;986500.0;75;3;1;2;44
Avenida Francisco Matarazzo, 1850 - Perdizes, São Paulo - SP;2249000.0;168;3;3;5;44
Rua Apinajés - Perdizes, São Paulo - SP;1890000.0;157;3;3;3;44
Rua Manuel da Nóbrega, 812 - Paraíso, São Paulo - SP;10314342.0;339;3;5;5;44
Perdizes, São Paulo - SP;1550000.0;132;4;3;5;44
Rua Apinajés, 242 - Perdizes, São Paulo - SP;2200000.0;157;3;4;1;44
Rua Caiubi - Perdizes, São Paulo - SP;689000.0;52;2;2;2;44
